iter	Passed	Remaining
1302	826308	5515274
1303	827014	5515121
1304	827679	5514694
1305	828190	5513240
1306	828808	5512496
1307	829328	5511101
1308	829848	5509711
1309	830423	5508683
1310	831070	5508140
1311	831779	5508000
1312	832344	5506912
1313	832973	5506244
1314	833524	5505067
1315	834160	5504444
1316	834864	5504273
1317	835516	5503756
1318	836149	5503120
1319	836819	5502724
1320	837465	5502167
1321	838177	5502047
1322	838801	5501345
1323	839516	5501245
1324	840226	5501105
1325	840815	5500173
1326	841579	5500392
1327	842180	5499537
1328	842834	5499032
1329	843500	5498605
1330	844089	5497683
1331	844795	5497510
1332	845504	5497364
1333	846169	5496930
1334	846675	5495462
1335	847217	5494232
1336	847707	5492664
1337	848314	5491855
1338	848940	5491165
1339	849553	5490398
1340	850183	5489741
1341	850727	5488524
1342	851370	5487951
1343	852011	5487361
1344	852660	5486822
1345	853352	5486562
1346	853963	5485777
1347	854431	5484081
1348	855130	5483862
1349	855884	5483998
1350	856462	5483010
1351	857162	5482798
1352	857858	5482557
1353	858531	5482170
1354	859190	5481698
1355	859744	5480555
1356	860314	5479509
1357	860974	5479042
1358	861603	5478375
1359	862144	5477154
1360	862778	5476519
1361	863281	5475055
1362	863959	5474701
1363	864446	5473135
1364	864983	5471893
1365	865528	5470699
1366	866114	5469765
1367	866801	5469464
1368	867313	5468068
1369	867931	5467336
1370	868623	5467067
1371	869208	5466128
1372	869884	5465763
1373	870362	5464155
1374	870929	5463102
1375	871474	5461912
1376	872181	5461740
1377	872798	5461007
1378	873335	5459769
1379	873915	5458808
1380	874418	5457359
1381	875090	5456968
1382	875733	5456392
1383	876206	5454767
1384	876768	5453688
1385	877322	5452567
1386	877883	5451488
1387	878572	5451201
1388	879343	5451420
1389	879879	5450191
1390	880491	5449423
1391	881038	5448259
1392	881794	5448387
1393	882396	5447561
1394	883136	5447590
1395	883847	5447439
1396	884415	5446403
1397	885139	5446332
1398	885881	5446366
1399	886687	5446795
1400	887300	5446038
1401	887872	5445024
1402	888385	5443658
1403	889042	5443166
1404	889660	5442441
1405	890228	5441413
1406	890855	5440743
1407	891501	5440187
1408	892089	5439274
1409	892880	5439602
1410	893638	5439728
1411	894176	5438515
1412	894681	5437106
1413	895388	5436920
1414	896023	5436300
1415	896657	5435672
1416	897350	5435397
1417	898054	5435193
1418	898697	5434617
1419	899414	5434491
1420	900004	5433593
1421	900677	5433200
1422	901233	5432098
1423	901867	5431470
1424	902393	5430192
1425	902995	5429372
1426	903583	5428467
1427	904305	5428366
1428	904928	5427672
1429	905516	5426768
1430	906182	5426327
1431	906840	5425843
1432	907424	5424914
1433	908006	5423978
1434	908612	5423181
1435	909304	5422901
1436	909879	5421922
1437	910421	5420742
1438	911211	5421041
1439	911871	5420570
1440	912492	5419861
1441	913183	5419572
1442	913915	5419525
1443	914573	5419035
1444	915190	5418307
1445	915749	5417232
1446	916393	5416666
1447	917036	5416087
1448	917618	5415155
1449	918269	5414622
1450	918953	5414286
1451	919634	5413937
1452	920316	5413588
1453	920842	5412321
1454	921379	5411124
1455	922039	5410651
1456	922574	5409441
1457	923101	5408186
1458	923625	5406912
1459	924231	5406120
1460	924868	5405511
1461	925335	5403906
